Title,Summary,Enrollment,Stars,Rating,Link,Category,languages
como invertir en forex robots cada mes,conoceras como invertir en forex haciendo trading algoritmico con muchos asesores expertos en una sola cuenta ,78,4.5,21,https://www.udemy.com/course/como-invertir-en-forex/,Finance,es
inteligencia emocional con tu dinero,un curso que te brinda optimas herramientas para transformar tu capacidad de ganar administrar y disfrutar tu dinero ,73,4.1,21,https://www.udemy.com/course/inteligencia-emocional-con-tu-dinero/,Finance,es
introduccion al ahorro y la inversion,lo que necesitas saber antes de ahorrar y a la hora de elegir una inversion,45,4.9,20,https://www.udemy.com/course/introduccion-al-ahorro-y-la-inversion/,Finance,es
forex trading desde cero aprende a invertir con metatrader,aprenda todos los secretos de la plataforma de operaciones meta trader ,71,4.3,19,https://www.udemy.com/course/aprende-forex-desde-cero/,Finance,es
stock trading la bolsa de valores,aprende a hacer trading e invertir en acciones en la bolsa de nueva york como lo hacen los profesionales ,50,4.1,18,https://www.udemy.com/course/el-trading-y-la-bolsa-de-valores/,Finance,es
estrategias de negociacion intradia para contratos de futuro,aprenda a negociar cualquier activo bursatil en cualquier tipo de mercado alcista bajista o lateral,47,4.4,18,https://www.udemy.com/course/daytradingstc/,Finance,es
sistema rentable automatico forex acciones eeuu,herramientas practicas para elegir los mejores trader que operen por nosotros en etoro ejemplos reales ,240,4.3,18,https://www.udemy.com/course/sistema-rentable-automatico-curso-trading-forex-acciones-eeuu/,Finance,es
guia para la libertad financiera,las estrategias herramientas y sistemas que debes adoptar,716,4.2,17,https://www.udemy.com/course/guia-para-la-libertad-financiera/,Finance,es
legalidad y fiscalidad de blockchain fintech criptomonedas, conoce los aspectos legales y fiscales de los bitcoins el crowfunding legaltech fintech regtech blockchain y mas ,66,4.0,15,https://www.udemy.com/course/legalidad-y-fiscalidad-de-blockchain-fintech-criptomonedas/,Finance,es
finanzas personales e inversiones para novatos jugando,aprende herramientas productivas para definir tu propio juego financiero en la vida real curso mejor valorado ,73,4.1,15,https://www.udemy.com/course/finanzas-personales-e-inversiones-para-novatos-jugando/,Finance,es
aprende a hacer paper trading simulacion con ninja trader,una herramienta valiosa para el entrenamiento de los nuevos traders antes de arriesgar su cuenta en el mercado real ,196,4.1,15,https://www.udemy.com/course/aprende-a-hacer-paper-trading-simulacion-con-ninja-trader/,Finance,es
estrategia segura simple y efectiva para ganar con bitcoin,invierte y gana de forma independiente y privada ahorre de la forma mas segura y crea tu fondo para tu jubilacion,249,4.2,15,https://www.udemy.com/course/inversion-directa-en-bitcoin-localbitcoinscom/,Finance,es
sistema para ganar dinero e incrementar tus ingresos,sigue este sistema para conseguir mas ingresos,318,4.0,14,https://www.udemy.com/course/sistema-para-ganar-dinero-e-incrementar-tus-ingresos/,Finance,es
trading criptomonedas bitcoin,aprende nuestra estrategia holding trading,50,4.4,14,https://www.udemy.com/course/tradingcriptomonedas/,Finance,es
bases solidas sobre cadenas de bloques y bitcoin,entendiendo el blockchain a fondo ,23,4.4,13,https://www.udemy.com/course/bases-solidas-sobre-cadenas-de-bloques-y-bitcoin/,Finance,es
requisitos para hacer deducibles tus gastos ante el sat,curso de impuestos y deducciones mexico,61,4.2,12,https://www.udemy.com/course/requisitos-para-hacer-deducibles-tus-gastos-ante-sat-curso-impuestos/,Finance,es
iniciacion a bitcoin y las criptomonedas,en este curso adquiriras todos los conocimientos que vas a necesitar para iniciarte en el mundo de bitcoin ,56,4.5,11,https://www.udemy.com/course/iniciacion-a-bitcoin/,Finance,es
aprende a invertir en la bolsa con bajo riesgo ,el unico curso de inversiones con enfoque hacia tu ser ,35,4.1,11,https://www.udemy.com/course/inversionesconbajoriesgo/,Finance,es
 documentos clave para administrar tu empresa con exito,aprende todo lo que necesitas saber para llevar una buena contabilidad para tu empresa ,63,4.1,11,https://www.udemy.com/course/3-documentos-clave-para-administrar-tu-empresa-con-exito/,Finance,es
guia practica del analisis financiero,como hacer analisis financiero paso a paso,32,4.4,10,https://www.udemy.com/course/guia-practica-del-analisis-financiero/,Finance,es
caza los enormes movimientos del mercado,este es un curso breve y sin palabreria que muestra como predecir y operar en los grandes movimientos de los mercados de,20,4.3,9,https://www.udemy.com/course/caza-los-enormes-movimientos-del-mercado/,Finance,es
entrena tu mente,conoce como tu mente te ayuda o te sabotea para conseguir tus resultados,18,4.0,8,https://www.udemy.com/course/mentalidad-para-tu-exito-financiero/,Finance,es
como invertir en criptomonedas y ser un trader profesional ,conoce los patrones mas poderosos del analisis tecnico y opera como los profesionales ,25,4.5,8,https://www.udemy.com/course/como-ser-un-trader-exitoso-lacriptopedia/,Finance,es
evaluacion financiera de proyectos de inversion,aprende a calcular van tir flujos de efectivo wacc capm costos del capital accionario y de la deuda de tu proyecto,29,4.2,8,https://www.udemy.com/course/evaluacion-financiera-de-proyectos-de-inversion/,Finance,es
bitmex para principiantes,lleva tu trading a otro nivel,21,4.6,7,https://www.udemy.com/course/bitmex-para-principiantes/,Finance,es
ea estrategia profesional de trading de retrocesos,estrategia de trading profesional para cualquier tipo de mercado utilizando la plataforma ,40,4.7,7,https://www.udemy.com/course/trading-retrocesos-123/,Finance,es
como hacer empresa en sesiones practicas,guia para conocer como funcionan las empresas como se crean aun si no tienes capital y como obtener ganancias,44,5.0,7,https://www.udemy.com/course/finanzas-para-principiantes/,Finance,es
el abc del trading,en este curso vas a aprender todos los aspectos necesarios que necesitas si o si antes de volverte un trader pro,13,4.7,6,https://www.udemy.com/course/abcdeltrading/,Finance,es
 como identificar dolares falsos ,conteo de billetes dolares falsos fajar billetes luz ultravioleta conteo cerrado limpiar billetes cajero,346,4.4,6,https://www.udemy.com/course/conteo-e-identificacion-de-dolares-falsos-americanos/,Finance,es
prepara tu mente para la abundancia,atrae la abundancia todo el año,65,4.6,6,https://www.udemy.com/course/prepara-tu-mente-para-la-abundancia/,Finance,es
prepara tu mente para la abundancia,atrae la abundancia todo el año,65,4.6,6,https://www.udemy.com/course/prepara-tu-mente-para-la-abundancia/,Finance,es
contabilidad de los gastos de personal,aprende a registrar todos los gastos de personal ,21,4.4,5,https://www.udemy.com/course/contabilidad-de-los-gastos-de-personal/,Finance,es
curso de finanzas personales ejercicios practicos,simple util aplicable eficaz como nunca te lo enseñaron las mejores tecnicas para manejar tu dinero ,22,4.5,5,https://www.udemy.com/course/curso-de-finanzas-personales-ejercicios-practicos/,Finance,es
valor en riesgo en inversiones en crystal ball,aprende como desarrollar tu propio modelo de valor en riesgo en crystal ball para tu portafolio de inversion,8,4.0,5,https://www.udemy.com/course/valor-en-riesgo-en-inversiones-en-crystal-ball/,Finance,es
curso avanzado de trading para intradia scalping order flow,todo lo que el trader debe saber para llegar a la rentabilidad y consistencia ,23,4.4,5,https://www.udemy.com/course/curso-avanzado-de-trading-para-intradia-scalping-order-flow/,Finance,es
curso de inversion en bolsa trading ,aprende a invertir por ti mismo con acceso a operativa en directo veras como operan los profesionales ,27,4.4,5,https://www.udemy.com/course/curso-de-inversion-en-bolsa-trading/,Finance,es
maneja tus finanzas personales mientras aprendes excel , dos cursos en uno aprende a manejar tu dinero de manera mas eficiente mientras aprendes a usar excel ,16,4.2,4,https://www.udemy.com/course/maneja-tus-finanzas-personales-mientras-aprendes-excel-2013/,Finance,es
libertad financiera has de una idea un millon,liberate de las deudas y empieza a ser exitoso en tus finanzas,12,4.3,4,https://www.udemy.com/course/libertad-financiera-has-de-una-idea-un-millon/,Finance,es
como seleccionar fondos de inversion,daras un salto hacia adelante en tus conocimientos financieros sobre fondos de inversion y tus ahorros lo notaran,26,4.7,4,https://www.udemy.com/course/seleccionar-fondos-inversion/,Finance,es
guia practica de finanzas personales,organiza y automatiza tus finanzas de forma sencilla,15,4.3,4,https://www.udemy.com/course/guia-practica-de-finanzas-personales/,Finance,es
invierte en la bolsa de ee uu trading on line con ninja t ,aprende trading desde cero a traves de graficas de transacciones en vez de velas japonesas,5,4.8,3,https://www.udemy.com/course/trading-on-line-mercado-de-futuros-sp-500/,Finance,es
libertad financiera en pasos estrategias de inversion,descubre los secretos que nunca te contaron para potenciar tus finanzas personales y tener seguridad economica,12,4.1,3,https://www.udemy.com/course/libertad-financiera-en-7-pasos-estrategias-de-inversion/,Finance,es
reforma tributaria de estados unidos,impacto en las empresas mexicanas,9,5.0,3,https://www.udemy.com/course/reforma-tributaria-estados-unidos/,Finance,es
logra tu libertad financiera,descubre que aun cuando vives al dia es posible aplicando estas simples tecnicas en el uso de tu dinero,142,4.2,3,https://www.udemy.com/course/libertad-financiera-por-donde-empiezo/,Finance,es
la independencia financiera saca provecho de tus recursos,mejora el rendimiento y reduce el riesgo de tu inversion alcanza la independencia financiera y se dueño de tu destino ,6,4.2,3,https://www.udemy.com/course/independencia-financiera/,Finance,es
forex trading opera como un verdadero profesional,enseñamos un sistema de trading desde lo mas basico a lo mas avanzado opera como un verdadero profesional,293,4.4,3,https://www.udemy.com/course/forex-trading-opera-como-un-verdadero-profesional/,Finance,es
diario de trading,aprender a desarrollar un diario de trading,12,4.5,3,https://www.udemy.com/course/diario-de-trading/,Finance,es
auxiliar contable,proceso contable pcge elaboracion y presentacion de estados financieros paso a paso de acuerdo a nics,14,4.4,2,https://www.udemy.com/course/contabilidad-basica/,Finance,es
auxiliar contable,proceso contable pcge elaboracion y presentacion de estados financieros paso a paso de acuerdo a nics,14,4.4,2,https://www.udemy.com/course/contabilidad-basica/,Finance,es
gestion eficiente de clinica hospital veterinario,aumentar nuestras ganancias siendo eficientes y sobre todo crecer dia a dia cuidando a nuestros pacientes,4,4.0,2,https://www.udemy.com/course/gestion-eficiente-de-clinicahospital-veterinario/,Finance,es
habilidades financieras claves de liderazgo ,habilidades y herramientas necesarias para mejorar nuestra libertad financiera ,12,4.3,2,https://www.udemy.com/course/hablemos-de-dinero/,Finance,es
economia principios de economia,fundamentos esenciales para comprender y analizar criticamente la economia dirigido a estudiantes y emprendedores ,11,5.0,2,https://www.udemy.com/course/economia-1-principios-de-economia/,Finance,es
contabilidad de propiedad planta y equipo bajo nic n,contabilizacion medicion y reconocimiento de propiedad planta y equipo,4,5.0,2,https://www.udemy.com/course/contabilidad-de-propiedad-planta-y-equipo-bajo-nic-n16/,Finance,es
economia financiera,curso destinado a todas las personas que quieran conocer los fundamentos basicos de las finanzas ,18,5.0,1,https://www.udemy.com/course/economiafinanciera/,Finance,es
finanzas personales e inversiones sin riesgo,aprende de dinero ahorros e inversion,4,4.0,1,https://www.udemy.com/course/finanzas-personales-e-inversiones-sin-riesgo/,Finance,es
finanzas personales y como empezar a invertir,el primer paso para tu libertad financiera,1,5.0,1,https://www.udemy.com/course/finanzas-personales-y-como-empezar-a-invertir/,Finance,es
inteligencia financiera para principiantes,conceptos basicos para controlar tu dinero,4,4.5,1,https://www.udemy.com/course/inteligenciafinancierafase1/,Finance,es
ahorra en tu factura energetica,ahorra energia mejorando el medioambiente y tu propio bolsillo ,9,5.0,1,https://www.udemy.com/course/ahorra-en-tu-factura-energetica/,Finance,es
forex masterclass de cero a avanzado ejemplos en vivo,en este masterclass hemos resumido la informacion mas exclusiva que te permitira conseguir resultados inmediatos ,0,5.0,1,https://www.udemy.com/course/forex-masterclass-de-cero-a-avanzado-ejemplos-en-vivo/,Finance,es
pague a cuotas sin intereses con su tarjeta de credito,el metodo de las cuotas infinitas sin intereses ,5,5.0,1,https://www.udemy.com/course/pague-a-cuotas-sin-intereses-con-su-tarjeta-de-credito/,Finance,es
pague a cuotas sin intereses con su tarjeta de credito,el metodo de las cuotas infinitas sin intereses ,5,5.0,1,https://www.udemy.com/course/pague-a-cuotas-sin-intereses-con-su-tarjeta-de-credito/,Finance,es
planeacion financiera en excel,aprendiendo a apalancarse en la herramienta excel para una mejor gestion financiera,4,4.5,1,https://www.udemy.com/course/basicos-de-modelaje-financiero-en-excel/,Finance,es
introduccion a las opciones de compra y a opciones de venta,conozca los detalles completos de las opciones de compra y las opciones de venta en este curso integral,5,5.0,1,https://www.udemy.com/course/introduccion-a-las-opciones-de-compra-opciones-de-venta/,Finance,es
inversiones automaticas para personas sin tiempo,aprende desde cero a invertir copiando a los profesionales usando minutos diarios despues de tu trabajo,6,4.0,1,https://www.udemy.com/course/inversiones-automaticas/,Finance,es
crea tu propio fondo de pensiones y retirate joven,conoce las alternativas que te permiten hacerlo y aprende a invertir sin montos minimos,8515,4.5,294,https://www.udemy.com/course/crea-tu-propio-fondo-de-pensiones/,Finance,es
empieza a ganar dinero con bitcoin y otras criptomonedas,el mejor curso para empezar a invertir en bitcoin y criptomonedas de forma sencilla,5063,4.4,225,https://www.udemy.com/course/criptomonedas/,Finance,es
ganando con las criptomonedas y el bitcoin como un experto,el curso donde descubriras los mejores secretos y estrategias para generar ganancias con el bitcoin y las criptomonedas ,5626,4.5,202,https://www.udemy.com/course/ganando-con-las-criptomonedas-y-el-bitcoin-como-un-experto/,Finance,es
alcanza la libertad financiera en pasos,descubre como tomar un camino financiero diferente a la vida preestablecida,4365,4.5,117,https://www.udemy.com/course/alcanza-la-libertad-financiera-en-7-pasos/,Finance,es
invierte como un trader institucional trading profesional,aprende a interpretar la manipulacion profesional y opera con ventaja en los mercados financieros globales ,453,4.3,83,https://www.udemy.com/course/la-forma-mas-rapida-de-hacer-trading-efectivo-sistema-bds/,Finance,es
curso como comprar bitcoin y crypto monedas forma segura,curso como comprar bitcoin y crypto monedas forma segura,1360,4.4,42,https://www.udemy.com/course/curso-2-como-comprar-bitcoin-y-crypto-monedas-forma-segura/,Finance,es
el metodo de trading tortugas, quieres batir al mercado de manera eficaz invierte con el metodo tortugas,1213,4.1,29,https://www.udemy.com/course/el-metodo-de-trading-tortugas/,Finance,es
curso como almacenar bitcoin de la forma mas segura ,almacenar bitcoin y cripto monedas forma segura ,792,4.3,19,https://www.udemy.com/course/curso-3-como-almacenar-bitcoin-de-la-forma-mas-segura/,Finance,es
introduccion a forex,inicios en los mercados financieros,265,4.3,10,https://www.udemy.com/course/forex-desde-cero/,Finance,es
finanzas personales en tiempos de crisis,administre efectivamente el dinero durante la crisis del covid y para el resto de su vida ,450,4.3,2,https://www.udemy.com/course/finanzas-personales-en-tiempos-de-crisis/,Finance,es
master diseño digital con adobe photoshop cc horas,aprender y crear diseño digital con photoshop cc desde cero crea diseña webs apps videojuegos texturas ,20107,4.6,5320,https://www.udemy.com/course/master-en-diseno-digital-con-adobe-photoshop-cc/,Design,es
illustrator cc para novatos desde cero hasta experto ,la guia definitiva para crear asombrosos diseños graficos dibujos e iconos en adobe illustrator cc,11278,4.5,3027,https://www.udemy.com/course/illustrator-cc-para-novatos-desde-cero-hasta-experto/,Design,es
blender modelado y texturizado enfocado a videojuegos,en este curso de blender dominaras el modelado y texturizado para desarrollar tus proyectos personales y profesionales ,8951,4.6,2339,https://www.udemy.com/course/blender-27x-modelado-y-texturizado-enfocado-a-videojuegos/,Design,es
wordpress — hazte experto y crea tu propia web profesional ,wordpress no se requieren conocimientos previos todo sobre wordpress el curso en habla hispana mas completo ,4624,4.3,1767,https://www.udemy.com/course/wordpress-hazte-experto-y-crea-tu-propia-web-profesional/,Design,es
adobe illustrator cc master de basico a profesional ,aprende todo sobre dibujo vectorial con illustrator y se un experto de dibujos simples a graficos complejos y avanzados,7933,4.7,1654,https://www.udemy.com/course/adobe-illustrator-cc-master/,Design,es
master arquitectura de interiores interiorismo y decoracion,convierte en un experto en interiorismo y el diseño profesional de ambientes interiores de la mano de arquitectos ,5230,4.5,1460,https://www.udemy.com/course/master-arquitectura-de-interiores-interiorismo-y-decoracion/,Design,es
ux master en diseño web y experiencia de usuario, aprenda como aplicar los principios de interfaz de usuario ui y experiencia de usuario ux a sus sitios web ,4539,4.3,1290,https://www.udemy.com/course/ux-master-en-diseno-web-y-experiencia-de-usuario/,Design,es
blender experto en modelado desde cero hasta avanzado,aprende a modelar en para videojuegos y a con blender tecnicas profesionales crear personajes aprender modelado,4107,4.6,1283,https://www.udemy.com/course/modelado-profesional-con-blender-3d/,Design,es
modela en con sketchup pro impartido por arquitecto,sketchup trimble es sin duda el programa mas rapido y sencillo para poder modelar en cualquier diseño que imagines ,3572,4.5,1148,https://www.udemy.com/course/sketchup-pro-2017-en-espanol/,Design,es
curso online de innovacion en design thinking ,aprovecha esta promocion hoy mismo y diseña productos y servicios increibles todo desde la primera clase ,3007,4.2,1106,https://www.udemy.com/course/curso-de-innovacion-en-design-thinking/,Design,es
la guia definitiva del desarrollo de videojuegos con unity,creada en colaboracion con unity technologies aprende c desarrollando juegos usando esta guia,11351,4.5,1082,https://www.udemy.com/course/la-guia-definitiva-del-desarrollo-de-videojuegos-con-unity/,Design,es
aprende autocad y basico e intermedio ,conoce el diseño asistido por computadora cad desde la creacion de planos hasta mobiliarios tridimensionales ,3581,4.4,1077,https://www.udemy.com/course/aprende-autocad-2d-y-3d-basico-e-intermedio/,Design,es
curso de autocad desde cero y paso a paso horas,incluye niveles basico avanzado y ideal para usuarios principiantes en autocad contiene los ejercicios utilizados,3354,4.4,1018,https://www.udemy.com/course/curso-de-autocad-2019-desde-cero-y-paso-a-paso-11-horas/,Design,es
adobe photoshop cc master de basico a profesional ,aprende todo sobre imagen digital con photoshop y se un experto desde conceptos fundamentales hasta retoques avanzados ,4045,4.6,987,https://www.udemy.com/course/adobe-photoshop-cc-pro/,Design,es
adobe premiere pro cc para principiantes edicion de videos,aprende a editar videos con adobe premiere pro con estos tutoriales sencillos sobre la mejor aplicacion del mercado ,4767,4.5,947,https://www.udemy.com/course/premiere-pro-cc-para-principiantes-edicion-de-videos/,Design,es
aprende revit orientado a la arquitectura,conoce las herramientas que posee el programa para diseñar diagramar y presentar proyectos de arquitectura ,2685,4.4,833,https://www.udemy.com/course/aprende-revit-orientado-a-la-arquitectura/,Design,es
master en autodesk maya aprende de a ,aprende a modelar diseñar animar y mas en clases practicas y señalizadas no requiere conocimiento previo ,7620,4.4,799,https://www.udemy.com/course/master-maya/,Design,es
curso de solidworks curso desactualizado ,domina solidworks desde cero hasta nivel de certificacion de asociado ,1787,4.3,796,https://www.udemy.com/course/curso-basico-de-solidworks-cswa-diego-gaona/,Design,es
adobe photoshop cc para principiantes basico hasta experto,crea fotomontajes fantasticos realiza webs videos e ilustraciones conoce plataformas de diseño para generar dinero,38464,4.4,789,https://www.udemy.com/course/photoshopccdominaeldisenodigital/,Design,es
curso completo de solidworks online certificacion cswa,aprueba el examen de cswa consigue crear piezas ensambles y dibujos de ingenieria con solidworks ,2379,4.3,729,https://www.udemy.com/course/curso-completo-de-solidworks-2018-online-certificacion-cswa/,Design,es
curso de qgis ,descubre el poder del sig iniciamos desde cero experimenta siente y mira todo lo que puedes hacer con qgis ,1538,4.6,579,https://www.udemy.com/course/curso-de-qgis-3/,Design,es
ux ui design fundamentos en experiencia de usuario,da los primeros pasos en esta disciplina y descubre tu profesion,1150,4.0,523,https://www.udemy.com/course/ux-ui-design-basics/,Design,es
curso de diseño narrativo y guion de videojuegos,aprende y domina los conceptos del diseño narrativo y del guion de videojuegos como un verdadero profesional ,1883,4.5,522,https://www.udemy.com/course/disenonarrativovideojuegos/,Design,es
curso de autocad basico avanzado y horas,curso practico paso a paso y desde lo mas basico ideal para usuarios sin conocimientos previos de autocad horas ,1872,4.0,520,https://www.udemy.com/course/curso-de-autocad-2017-basico-avanzado-y-3d-todo-en-uno/,Design,es
desarrollo web css desde cero edicion ,aprende todas las bases de css desde cero con este curso entenderas el porque de todo lo que sucede en css,25110,4.6,514,https://www.udemy.com/course/css-edicion-2020/,Design,es
 studio max espacios arquitectonicos,aprende a generar perspectivas realistas de espacios arquitectonicos ,2221,4.3,512,https://www.udemy.com/course/3d-studio-max-espacios-arquitectonicos/,Design,es
diseño grafico y audiovisual master course,conviertete en un creador de contenidos graficos y audiovisuales extraordinario,1856,4.6,476,https://www.udemy.com/course/diseno-grafico-y-audiovisual-master-course/,Design,es
curso completo de administrador de servidores web con linux,administra tu propio servidor web con linux,24322,4.3,457,https://www.udemy.com/course/wordpress-instala-y-administra-tu-servidor-con-linux/,Design,es
vray sketchup de basico a profesional experto chaosgroup , renderiza tus modelos de sketchup y consigue imagenes hiperrealistas que muestren tus proyectos de forma mas atractiva ,1976,4.3,438,https://www.udemy.com/course/vray-sketchup/,Design,es
adobe xd cc master diseño profesional de prototipos ,aprende a crear prototipos con adobe xd aplicando ux experiencia de usuario y ui design diseño interfaz de usuario ,1993,4.6,435,https://www.udemy.com/course/adobe-xd-cc-master/,Design,es
curso completo de wordpress desde cero hasta experto ,el mejor y mas completo curso de wordpress para aprender paso a paso y desde cero garantizado ,1490,4.3,433,https://www.udemy.com/course/aprende-a-crear-tu-pagina-web-profesional-con-wordpress/,Design,es
magicavoxel y unity modelado y diseño para videojuegos,aprende desde cero a modelar texturizar iluminacion y render de modelos assets videojuegos magicavoxel y unity,2040,4.6,433,https://www.udemy.com/course/crear-de-assets-3d-y-2d-para-videojuegos-con-magicavoxel/,Design,es
como diseñar logos, aprende todos los secretos del diseño de un logo ,1327,4.7,417,https://www.udemy.com/course/como-disenar-logos/,Design,es
master profesional de modelado y escultura digital en zbrush,conviertete en escultor digital profesional desde cero todo lo que debes saber sobre zbrush ,1986,4.6,410,https://www.udemy.com/course/master-profesional-zbrush/,Design,es
curso de arcgis ,descubre el poder del sig iniciamos desde cero experimenta siente y mira todo lo que puedes hacer con arcgis ,1318,4.7,391,https://www.udemy.com/course/curso-de-arcgis-10/,Design,es
diseña en canva graficos profesionales con proyectos reales,aprende desde cero a utilizar este magnifica herramienta gratuita y crea diseños increibles con proyectos reales,1166,4.3,379,https://www.udemy.com/course/disena-con-canva-graficos-profesionales-con-proyectos-reales/,Design,es
curso de diseño de aplicaciones apps para ios y android,aprende a diseñar apps y a ganar dinero con ello ,1246,4.2,375,https://www.udemy.com/course/curso-apps/,Design,es
substance painter texturizado pbr para videojuegos ,aprende las tecnicas de texturizado de nueva generacion de videojuegos con el curso de substance painter,1752,4.7,337,https://www.udemy.com/course/substance-painter-texturizado-pbr-para-videojuegos/,Design,es
adobe indesign cc master de basico a profesional ,aprende todo sobre diseño editorial con indesign y se un experto de diseños basicos a composicion tipografica avanzada ,1886,4.7,326,https://www.udemy.com/course/adobe-indesign-cc-master/,Design,es
como escribir guiones de ficcion de manera profesional,consigue las herramientas necesarias para entrar en la industria audiovisual creando guiones que atrapen al espectador,1145,4.9,308,https://www.udemy.com/course/como-escribir-guiones-de-ficcion-de-manera-profesional/,Design,es
especializacion en ingenieria estructural con etabs,analisis y diseño de edificaciones,901,4.4,305,https://www.udemy.com/course/especializacion-en-ingenieria-estructural-con-etabs-201620/,Design,es
aprende autocad para topografia y obras civiles ,aprende a crear diseños y obras lineales basicas con el software autocad aplicado a topografia y obras civiles,775,4.2,301,https://www.udemy.com/course/autodesk-civil-3d-para-topografia-15/,Design,es
aprende revit structure,guia practica de diseño con modela de informacion de edificios dirigido al diseño estructural ,938,4.0,284,https://www.udemy.com/course/aprende-revit-structure/,Design,es
after effects esencial,aprenda desde cero la herramienta mas poderosa de motion graphics del mercado ,1131,4.5,280,https://www.udemy.com/course/after-effects-esencial/,Design,es
revit architecture mep structural,conoce las herramienta de modelado virtual de informacion para presentar proyectos de arquitectura en un alto nivel ,1008,4.2,279,https://www.udemy.com/course/aprende-revit-architecture-mep-structural-2018/,Design,es
como usar bim en tus proyectos,guia paso a paso,943,4.5,271,https://www.udemy.com/course/como-usar-bim-en-tus-proyectos-sin-morir-en-el-intento/,Design,es
adobe photoshop cc curso completo de principiante a experto,aprende las herramientas esenciales de adobe photoshop cc para comenzar a diseñar hermosos graficos y fotos en photoshop,2623,4.4,268,https://www.udemy.com/course/photoshop-cc-para-principiantes/,Design,es
dibujo digital basico como ilustrar en photoshop,aprende a dibujar desde cero personajes y ambientes en photoshop utilizando la tableta wacom por primera vez ,906,4.1,259,https://www.udemy.com/course/dibujo-digital-basico-como-ilustrar-en-photoshop/,Design,es
rhinoceros maxwell en español desde nivel ,rhinoceros maxwell render desde nivel hasta el modelado y renderizado del aeropuerto de madrid barajas,657,4.4,249,https://www.udemy.com/course/rhinoceros-maxwell-en-espanol-desde-nivel-0/,Design,es
trucos y claves para iniciarte en la costura,te contamos todos los trucos y herramientas que necesitas conocer para poder empezar tus proyectos de costura,558,4.5,240,https://www.udemy.com/course/conceptos-basicos-costura/,Design,es
bootstrap todo sobre diseño web con bootstrap,conviertete en experto con bootstrap y crea sitios web increibles responsive design curso completo y practico,8486,4.5,235,https://www.udemy.com/course/cursobootstrap/,Design,es
curso completo de corel draw de a experto,aprende a usar completo el software mas usado de diseño,794,4.3,234,https://www.udemy.com/course/curso-completo-de-corel-draw-de-0-a-experto/,Design,es
autodesk autocad para interiorismo y arquitectura ,impartido por arquitecto aprende de forma practica a dibujar en y incluye certificacion de basico a avanzado ,6747,4.2,229,https://www.udemy.com/course/autocad-para-interiorismo-y-arquitectura-de-0-a-experto/,Design,es
curso de revit mep fontaneria aire electricidad,diseñar y colocar instalaciones electricas de aire y sanitarias ,1546,4.2,222,https://www.udemy.com/course/curso-de-revit-mep-2017-fontaneria-aire-electricidad/,Design,es
autodesk revit arquitectura curso definitivo,el curso definitivo con todos los elementos que necesitas para trabajar con revit arquitectura ,648,4.4,221,https://www.udemy.com/course/autodesk-revit-arquitectura-2019-curso-definitivo/,Design,es
diseño web y movil con sketch,aprende a usar la herramienta mas popular y profesional para diseño de interfaz,685,4.4,216,https://www.udemy.com/course/diseno-web-y-movil-con-sketch/,Design,es
curso de autocad revit revit mep y archicad horas,aprender autocad revit revit mep y archicad todo comenzado desde cero y explicado paso a paso ,1493,4.4,212,https://www.udemy.com/course/curso-de-arquitectura-autocad-revit-revit-mep-y-archicad/,Design,es
planeacion y produccion de videojuegos,aprende que es el game design y todos los principios para poder generar tu game design document y hacer tu primer juego,524,4.2,201,https://www.udemy.com/course/game-design-para-videojuegos/,Design,es
adobe illustrator cc para arquitectos de a experto ,representa tus diseños de forma mas atractiva y eficaz curso practico de a experto ,3644,4.4,185,https://www.udemy.com/course/illustrator-para-arquitectura-e-interiorismo/,Design,es
domina cinema desde de forma sencilla ,dominar desde cero cinema crea objetos y efectos de forma rapida y llamativos para tus proyectos audiovisuales,582,4.3,185,https://www.udemy.com/course/aprende-cinema-4d-desde-0-de-forma-sencilla/,Design,es
master unity c creacion de videojuegos para android ios,aprende desde cero illustrator photoshop unity programacion c y desarrollo publica tu primer videojuego completo,983,4.4,184,https://www.udemy.com/course/unity-c-creacion-de-videojuegos-para-android-y-google-play/,Design,es
patronaje basico con adobe illustrator,aprende a realizar patrones digitales basicos y trasformaciones a partir de ellos fundamental para el diseño de moda ,845,4.5,183,https://www.udemy.com/course/patronaje-basico-con-adobe-illustrator/,Design,es
diseña tu web desde con wordpress y wp bakery page builder,aprender a diseñar tu web profesional rapido y facil con wordpres y bakery pagebuilder sin necesidad de programacion ,1575,4.2,182,https://www.udemy.com/course/diseno-web-en-wordpress-con-visual-composer/,Design,es
experto en bootstrap en dias crea un sitio web real ,aprende de una vez por todas a diseñar sitios web avanzados con el mejor curso de bootstrap del ,734,4.7,171,https://www.udemy.com/course/domina-bootstrap-4-en-7-dias/,Design,es
coser bolso de tela paso a paso personalizado,te enseñamos a hacerlo a gusto con tu diseño unico curso de nivel basico ideal para dominar la maquina de coser,885,4.7,171,https://www.udemy.com/course/coser-bolso/,Design,es
creacion de interfaces con figma,aprende a utilizar esta poderosa herramienta y cambia la manera de trabajar,446,4.5,163,https://www.udemy.com/course/creacion-de-interfaces-con-figma/,Design,es
diseño web responsive con foundation for sites sass y xygrid,aprende el framework frontend mas avanzado para sitios responsive en este curso practico elaboraras proyectos,865,4.9,160,https://www.udemy.com/course/zurb-foundation-5-y-sass-disenos-adaptables-de-forma-facil/,Design,es
